O1 + AggressiveInstCombinePass,125.73999998858199,125.88999996660277
O1 + AggressiveInstCombinePass,125.41500001680106,128.07999999495223
O1 + AggressiveInstCombinePass,126.11499999184161,145.0250000343658
O1 + AggressiveInstCombinePass,124.16000000666827,126.44999998155981
O1 + AggressiveInstCombinePass,126.55500008258969,127.39000003784895
O1 + AggressiveInstCombinePass,126.6200000536628,137.93499994790182
SROA,238.36999997729436,233.02500002318993
SROA,242.96000000322238,233.45500003779307
SROA,232.50500002177432,231.71000002184883
SROA,232.53999999724329,242.73499997798353
SROA,243.43999999109656,234.2100000823848
SROA,244.84499997925013,233.1349999876693
LICMPass,231.38000001199543,246.82499998016283
LICMPass,233.63999999128282,230.9300000197254
LICMPass,230.64000002341345,232.56000003311783
LICMPass,231.7449999973178,232.75500000454485
LICMPass,233.10499999206513,233.1399999675341
LICMPass,238.81499998969957,231.9499999866821
InstCombinePass,871.0749999736436,869.8350000777282
InstCombinePass,853.8100000005215,875.739999988582
InstCombinePass,883.6149999988265,876.6300000133924
InstCombinePass,880.2850000211038,884.5799999544397
InstCombinePass,874.2750000092201,867.6899999845773
InstCombinePass,869.9400000041351,873.6500000231899
LoopRotatePass,804.2350000469014,791.8300000019372
LoopRotatePass,802.6800000225194,790.9600000130013
LoopRotatePass,810.2300000027753,796.474999981001
LoopRotatePass,805.9699999867007,795.9099999861792
LoopRotatePass,789.0000000479631,795.734999992419
LoopRotatePass,779.5049999840558,785.8949999790639
WebAssemblyRegStackify,871.4900000486523,887.5949999783188
WebAssemblyRegStackify,867.1499999472871,882.4249999597669
WebAssemblyRegStackify,871.0499999579042,850.8400000282563
WebAssemblyRegStackify,868.3150000288151,865.0000000488944
WebAssemblyRegStackify,879.674999974668,874.1949999821372
WebAssemblyRegStackify,869.9299999861978,849.469999957364
O1 + ArgumentPromotionPass,125.95999997574836,125.06999995093793
O1 + ArgumentPromotionPass,125.27999997837469,132.34999997075647
O1 + ArgumentPromotionPass,137.08499999484047,125.98500004969537
O1 + ArgumentPromotionPass,125.60499995015562,126.35000003501773
O1 + ArgumentPromotionPass,138.77499994123355,139.68000002205372
O1 + ArgumentPromotionPass,125.51499996334314,127.39999999757856
all,125.43999997433275,125.9250000002794
all,127.59499996900558,125.91499992413446
all,125.81499997759238,126.24999997206032
all,126.79500004742295,126.6450000111945
all,125.8049999596551,138.2799999555573
all,125.7949999999255,134.3749999650754
PromotePass,235.3599999914877,232.64999996172264
PromotePass,232.4650000082329,249.0150000085123
PromotePass,233.46499993931502,234.28500001318753
PromotePass,232.71499999100342,232.62999998405576
PromotePass,233.51500002900138,231.77499999292195
PromotePass,234.19000004651025,231.24999995343387
ADCEPass,874.8500000219792,857.9750000499189
ADCEPass,877.6899999356829,871.8349999981001
ADCEPass,874.8699999996461,896.2199999950826
ADCEPass,878.5899999784306,850.5449999938719
ADCEPass,871.9099999871105,854.3350000400096
ADCEPass,872.6899999892339,861.6400000173599
O1 + CallSiteSplittingPass,128.2449999707751,124.744999979157
O1 + CallSiteSplittingPass,128.10500001069158,127.42500001331791
O1 + CallSiteSplittingPass,139.8650000919588,135.98000002093613
O1 + CallSiteSplittingPass,128.33999999566004,133.6950000259094
O1 + CallSiteSplittingPass,137.64499995158985,124.19000000227243
O1 + CallSiteSplittingPass,136.08500000555068,126.47000001743436
SimplifyCFGPass,866.1399999982677,871.9399999827147
SimplifyCFGPass,861.3250000053085,870.3000000095926
SimplifyCFGPass,880.0150000024587,863.6950000072829
SimplifyCFGPass,873.844999994617,854.0749999810942
SimplifyCFGPass,870.5299999564886,885.0700000184588
SimplifyCFGPass,869.3000000203028,888.5049999807961
